FIPS,STATE,COUNTY,GEN_VAX_RATE,COUN_VAX_RATE,COMP_RATE_18UP,COMP_RATE_65UP,BOOSTER_RATE,BOOSTER_RATE_18UP,BOOSTER_RATE_65UP,SVI,IS_METRO,POP,POP_18UP,POP_65UP
17035,IL,Cumberland County,98.4,38.9,48,70.5,42.2,43.7,59.5,A,0,10766,8371,2198
72147,PR,Vieques Municipio,95.9,80,85.3,80.7,48.5,52.0,64.7,A,0,8386,6844,1895
39041,OH,Delaware County,98.6,74.7,84.7,95,55.4,62.3,79.2,A,1,209177,155021,29584
17091,IL,Kankakee County,98.4,51.9,61.2,78.7,46.2,49.4,73.0,C,1,109862,85161,19031
01131,AL,Wilcox County,92.4,53.4,63.9,81.9,37.5,40.3,53.4,D,0,10373,7954,2105
06043,CA,Mariposa County,0,0,0,0,0.0,0.0,0.0,C,0,17203,14425,4974
17077,IL,Jackson County,98.4,51.9,58.6,81.2,49.3,52.2,76.9,C,1,56750,46322,9240
29041,MO,Chariton County,91.3,37.6,46.8,59.4,50.1,51.5,72.0,A,0,7426,5734,1805
21165,KY,Menifee County,94,44.2,51.3,66.2,46.9,48.9,66.4,C,0,6489,5298,1391
29017,MO,Bollinger County,91.3,32.9,40,59.2,34.4,35.5,50.4,B,1,12133,9561,2556
42097,PA,Northumberland County,94.7,57.3,66.8,82.7,49.6,52.0,71.7,C,0,90843,73081,19806
01119,AL,Sumter County,92.4,50.7,57.7,82.2,36.1,38.7,56.3,D,0,12427,10067,2325
41035,OR,Klamath County,97.8,50.3,60,78.5,44.3,46.4,66.0,D,0,68238,53550,14786
39159,OH,Union County,98.6,62,71.7,93.7,50.8,55.5,73.5,A,1,58988,44532,7481
05099,AR,Nevada County,90.5,43.3,52.6,61.1,25.0,26.4,40.9,D,0,8252,6367,1732
21185,KY,Oldham County,94,57,66.1,84.2,44.8,49.5,69.8,A,1,66799,49858,9129
13099,GA,Early County,89.6,48.5,60.9,78.8,34.1,35.7,53.1,D,0,10190,7657,1965
26099,MI,Macomb County,95.5,56.6,66.5,84.9,51.1,53.6,73.4,B,1,873972,692171,152268
UNK,HI,Unknown County,100,0,0,0,,,,,,,,
45001,SC,Abbeville County,93.1,39.9,47,65.2,44.1,46.2,66.9,D,0,24527,19667,5483
16053,ID,Jerome County,97.8,45.6,58.1,79.3,34.5,38.9,65.1,C,0,24412,16966,3232
UNK,MI,Unknown County,95.5,0,0,0,42.6,71.5,95.0,,,,,
20051,KS,Ellis County,93.6,49.4,57.7,86.9,42.6,45.6,64.9,A,0,28553,22516,4571
38067,ND,Pembina County,92.6,55.3,65.2,82,41.3,43.7,56.5,A,0,6801,5403,1622
41033,OR,Josephine County,97.8,49.7,58.3,74.5,49.8,51.8,69.5,C,1,87487,70421,23063
35023,NM,Hidalgo County,97,58.3,67.2,72.6,49.3,52.5,66.7,D,0,4198,3250,943
17157,IL,Randolph County,98.4,52.3,61.4,82.9,42.7,44.5,69.7,B,0,31782,25719,6157
19145,IA,Page County,97.4,53,61.3,82,53.0,55.9,72.0,B,0,15107,12277,3488
53047,WA,Okanogan County,96,67,80.7,87.5,43.3,45.8,65.8,D,0,42243,32410,9311
21191,KY,Pendleton County,94,43.8,52.8,83.3,46.2,48.7,68.5,B,1,14590,11264,2403
55067,WI,Langlade County,96.9,53.6,63,85.7,57.7,60.2,77.2,B,0,19189,15448,4739
29163,MO,Pike County,91.3,37.2,45.6,72.4,38.1,39.5,60.2,C,0,18302,14324,3263
20123,KS,Mitchell County,93.6,53.3,63.7,81,53.1,56.2,73.2,B,0,5979,4619,1444
18149,IN,Starke County,98.6,36.9,45.2,69.7,43.3,45.0,60.9,B,0,22995,17811,4373
20199,KS,Wallace County,93.6,37.2,46.9,63.6,46.9,48.4,64.5,A,0,1518,1146,368
19023,IA,Butler County,97.4,57.1,68.4,92.9,57.0,60.3,81.6,A,0,14439,11229,3301
25005,MA,Bristol County,89.9,64.9,73.1,83,45.0,48.6,65.8,C,1,565217,449241,97814
54051,WV,Marshall County,97.2,44.6,52.3,67.2,47.7,49.8,71.4,A,1,30531,24696,7021
39103,OH,Medina County,98.6,63.6,73,91.4,55.8,60.3,77.7,A,1,179746,140169,33188
42123,PA,Warren County,94.7,49,56.8,74.8,46.3,48.7,62.0,A,0,39191,31628,9216
26083,MI,Keweenaw County,95.5,57.9,65.1,73.4,58.2,60.2,72.8,A,0,2116,1813,807
29151,MO,Osage County,91.3,39.5,47.7,69.2,46.2,49.0,72.3,A,1,13615,10513,2415
46102,SD,Oglala Lakota County,96.7,75.6,88.9,87.4,28.3,36.2,66.2,D,0,14177,8964,1053
38103,ND,Wells County,92.6,43.3,52.8,67.1,49.9,51.1,62.9,A,0,3834,3047,1101
48315,TX,Marion County,99,40.3,47,59.4,36.1,37.5,52.2,C,0,9854,8072,2697
36003,NY,Allegany County,97.6,44,49.8,67,50.2,53.8,70.0,C,0,46091,36817,9055
48121,TX,Denton County,99,61,71.4,89.4,40.0,43.6,64.5,A,1,887207,671713,93499
54099,WV,Wayne County,97.2,53.5,62.5,77.7,38.2,40.2,53.9,C,1,39402,31468,8560
26057,MI,Gratiot County,95.5,45.9,53.7,84.8,54.5,56.7,73.9,C,0,40711,32861,7238
39067,OH,Harrison County,98.6,42.8,51.7,77,48.7,50.4,68.2,C,0,15040,11932,3280
26147,MI,St. Clair County,95.5,49.6,58.9,80.8,50.8,52.8,70.5,B,1,159128,126529,30879
05083,AR,Logan County,90.5,46.6,55.2,73.2,37.7,40.0,59.2,D,0,21466,16897,4396
29205,MO,Shelby County,91.3,46.6,58.6,84,45.4,47.2,66.1,B,0,5930,4498,1290
40017,OK,Canadian County,93.8,57.5,69.5,86.7,36.3,39.5,62.6,B,1,148306,109752,19714
21095,KY,Harlan County,94,46,56.4,72,41.9,43.9,63.2,D,0,26010,20033,4998
21219,KY,Todd County,94,41.9,53.7,76.2,35.8,37.8,59.1,D,0,12294,9037,1995
12085,FL,Martin County,98.6,63.1,71.1,88.4,43.0,44.9,55.9,B,1,161000,134916,50760
28137,MS,Tate County,98.1,44.6,53.1,75.6,34.5,37.0,59.0,D,1,28321,21909,4863
17125,IL,Mason County,98.4,53.5,63.7,81.2,49.3,51.7,72.3,B,0,13359,10570,2994
36051,NY,Livingston County,97.6,59.3,65.2,89.8,57.3,61.3,78.1,B,1,62914,51865,11536
72029,PR,Canovanas Municipio,95.9,74.5,80.6,83.4,48.8,51.3,59.5,B,1,44674,36116,7928
38001,ND,Adams County,92.6,48.3,57.5,75.3,53.2,55.1,72.3,A,0,2216,1789,632
40083,OK,Logan County,93.8,34.7,41.6,58.7,38.7,41.1,63.9,B,1,48011,37172,7868
72123,PR,Salinas Municipio,95.9,74.6,80.6,85.4,58.5,62.5,70.5,D,0,27128,21630,5527
48469,TX,Victoria County,99,48.3,59.8,83,37.6,40.1,62.3,D,1,92084,68831,15242
46059,SD,Hand County,96.7,48.5,58.1,76.4,50.2,52.4,71.1,A,0,3191,2501,821
48245,TX,Jefferson County,99,50.6,61.2,78,36.0,38.6,65.2,D,1,251565,191034,37595
40001,OK,Adair County,93.8,35.8,44.9,63.2,31.2,33.5,50.1,D,0,22194,16199,3515
36049,NY,Lewis County,97.6,51.9,62,81.8,57.2,60.8,80.1,B,0,26296,20288,5000
36059,NY,Nassau County,97.6,80.6,91.1,95,42.2,45.7,58.9,A,1,1356924,1065968,246690
26103,MI,Marquette County,95.5,63.7,71.8,93.8,58.6,61.5,78.7,B,0,66699,54805,13088
20007,KS,Barber County,93.6,46.7,58.6,82.9,44.8,46.4,64.8,B,0,4427,3401,1022
55009,WI,Brown County,96.9,64.6,75,95,55.8,60.7,82.7,B,1,264542,202324,40806
17031,IL,Cook County,98.4,71.9,80.1,84.4,49.8,54.8,75.7,C,1,5150233,4036995,776229
22001,LA,Acadia Parish,96.8,52.5,66.7,92.7,34.5,36.3,64.3,D,1,62045,46040,9796
06085,CA,Santa Clara County,97.5,85.6,93.6,95,62.1,68.1,82.1,B,1,1927852,1511937,268207
30061,MT,Mineral County,95.8,53.9,61.9,76.8,49.3,51.5,65.2,C,0,4397,3597,1300
72023,PR,Cabo Rojo Municipio,95.9,73,76.5,79.4,62.7,66.4,69.4,C,1,47515,39559,11294
20041,KS,Dickinson County,93.6,55.8,67.1,82.7,33.0,35.1,50.3,B,0,18466,14180,3748
12023,FL,Columbia County,98.6,41.7,50.1,73.9,32.9,34.5,54.3,D,0,71686,56246,13809
45033,SC,Dillon County,93.1,44.3,55.5,78.4,35.9,38.1,60.8,D,0,30479,22777,5228
20089,KS,Jewell County,93.6,46.4,55.5,75.1,53.7,56.3,67.0,A,0,2879,2293,871
72089,PR,Luquillo Municipio,95.9,69,73.9,73.6,43.4,45.8,56.9,B,1,17665,14517,3949
37179,NC,Union County,96.9,54.7,63.8,81.8,21.7,23.8,29.3,A,1,239859,176616,31234
18141,IN,St. Joseph County,98.6,57.9,68.8,86.2,46.0,48.8,67.6,C,1,271826,208208,43960
37093,NC,Hoke County,96.9,40.3,49.2,68.3,19.9,21.9,43.7,D,1,55234,40282,5854
72011,PR,Anasco Municipio,95.9,76.1,79.5,83.9,58.6,61.4,65.9,A,1,26161,21755,5577
47163,TN,Sullivan County,97.8,56,64.8,84.3,43.9,46.1,64.6,C,1,158348,128159,35185
38101,ND,Ward County,92.6,48.6,59,79.7,31.3,33.6,67.6,A,0,67641,51571,8925
51117,VA,Mecklenburg County,79.3,42,49.7,64.1,14.4,14.8,17.4,D,0,30587,24881,7908
27125,MN,Red Lake County,94.6,56.2,67.2,84.9,45.3,49.3,66.0,A,0,4055,3077,874
48421,TX,Sherman County,99,34.3,45.2,53.5,20.5,21.1,40.1,B,0,3022,2214,462
29215,MO,Texas County,91.3,32.6,39.5,53.8,39.3,40.8,59.7,D,0,25398,19996,5456
26041,MI,Delta County,95.5,61.3,72.6,95,50.2,51.9,64.7,B,0,35784,28815,8893
28077,MS,Lawrence County,98.1,54.8,67.2,95,36.4,38.9,56.0,C,0,12586,9483,2291
46105,SD,Perkins County,96.7,32.1,39.8,58.7,47.2,47.7,58.3,A,0,2865,2271,760
40051,OK,Grady County,93.8,37.5,46,64.8,37.6,39.7,61.6,B,1,55834,42575,9337
31045,NE,Dawes County,90.6,38.3,42.5,57.5,56.4,60.5,91.0,A,0,8589,7092,1636
47159,TN,Smith County,97.8,32.8,40.5,62.7,40.2,41.6,59.9,B,1,20157,15662,3486
21237,KY,Wolfe County,94,53.4,64,79,43.6,46.7,65.6,D,0,7157,5505,1422
20097,KS,Kiowa County,93.6,50.8,61.8,77.2,45.9,48.4,67.5,B,0,2475,1906,562
31095,NE,Jefferson County,90.6,55,65.5,85.5,60.3,63.7,80.4,A,0,7046,5530,1724
28155,MS,Webster County,98.1,47.7,59.8,93.4,39.5,41.1,61.5,C,0,9689,7410,1739
51680,VA,Lynchburg city,79.3,30.6,36.2,64.9,1.2,1.2,1.1,C,1,82168,66239,11906
48339,TX,Montgomery County,99,54.1,65.1,81.7,33.7,36.5,56.0,B,1,607391,448951,81457
39157,OH,Tuscarawas County,98.6,44.1,53.7,77.4,51.5,53.9,72.6,B,0,91987,70996,18364
UNK,FL,Unknown County,98.6,0,0,0,58.9,59.6,95.0,,,,,
16071,ID,Oneida County,97.8,45.7,57,77.9,41.6,46.5,67.0,B,0,4531,3247,926
13267,GA,Tattnall County,89.6,32.7,38.8,62.2,35.6,37.2,56.4,D,0,25286,20127,3803
29003,MO,Andrew County,91.3,37.9,46.1,58.5,49.5,52.1,75.1,A,1,17712,13653,3434
29099,MO,Jefferson County,91.3,44.4,52.5,72.6,45.3,48.4,71.1,A,1,225081,173549,34995
22023,LA,Cameron Parish,96.8,17.8,22.2,32.1,35.3,36.2,56.3,B,1,6973,5444,1183
23029,ME,Washington County,96.2,71.4,81.4,92,52.3,55.5,75.0,C,0,31379,25458,7793
42031,PA,Clarion County,94.7,43.5,51,79.2,44.1,45.8,60.8,B,0,38438,31247,7796
54109,WV,Wyoming County,97.2,52.3,61.2,75.4,37.3,39.2,51.3,C,0,20394,16232,4486
51075,VA,Goochland County,79.3,65.6,72.9,86.4,40.1,42.2,55.0,A,1,23753,19672,5436
16033,ID,Clark County,97.8,42.7,49,47,35.7,39.9,68.8,D,0,845,659,164
28115,MS,Pontotoc County,98.1,41.2,52.7,82.3,38.3,40.3,63.5,D,0,32174,23698,4880
13223,GA,Paulding County,89.6,37,45.1,70.5,33.1,35.5,52.1,A,1,168667,125010,18389
13063,GA,Clayton County,89.6,43,53.2,81.3,32.9,35.8,55.8,D,1,292256,211634,28167
21079,KY,Garrard County,94,47.9,57.5,77.2,42.9,45.2,65.5,B,0,17666,13759,3242
48253,TX,Jones County,99,43.8,51.2,65,36.5,37.5,52.9,C,1,20083,16601,3188
27149,MN,Stevens County,94.6,57.6,65.9,88,52.9,57.6,78.5,A,0,9805,7702,1702
29155,MO,Pemiscot County,91.3,31,39.9,55.8,20.6,21.3,26.5,D,0,15805,11775,2783
39093,OH,Lorain County,98.6,63.2,72.6,91.1,54.6,58.9,78.3,C,1,309833,242329,58196
20127,KS,Morris County,93.6,55.6,63.6,79.9,54.0,57.2,72.5,A,0,5620,4453,1373
19187,IA,Webster County,97.4,57.2,68.3,90.6,50.9,53.8,77.4,B,0,35904,28151,6759
48257,TX,Kaufman County,99,51.7,64,85.9,33.1,36.2,59.0,C,1,136154,98148,16113
19017,IA,Bremer County,97.4,59.4,69.1,91.6,56.8,61.4,84.6,A,1,25062,19439,4977
17071,IL,Henderson County,98.4,48.7,57.4,80.4,44.9,46.3,62.1,A,0,6646,5433,1687
49053,UT,Washington County,97.6,51.7,63.8,83.7,44.3,47.5,69.0,B,1,177556,132175,39067
13169,GA,Jones County,89.6,43.6,52.5,68.8,33.6,35.6,50.9,B,1,28735,22203,5264
21123,KY,Larue County,94,43.5,52.6,77.8,43.1,45.3,65.6,C,1,14398,11129,2573
37079,NC,Greene County,96.9,61.6,71.3,88.4,26.5,28.3,42.2,D,0,21069,16884,3592
21129,KY,Lee County,94,49.5,56.3,72.8,41.6,44.6,64.8,D,0,7403,6034,1274
55039,WI,Fond du Lac County,96.9,55.3,64.6,86,54.3,57.9,81.0,A,1,103403,81450,19652
29061,MO,Daviess County,91.3,32.8,41.2,53.3,44.8,47.2,70.2,B,0,8278,6177,1751
39153,OH,Summit County,98.6,62.9,71.5,88.5,53.3,57.4,74.7,B,1,541013,428820,100079
28147,MS,Walthall County,98.1,41.2,49.3,65.2,35.9,38.2,61.5,D,0,14286,11076,2846
48129,TX,Donley County,99,34.1,41.1,62.6,38.0,38.7,53.5,B,0,3278,2643,804
55029,WI,Door County,96.9,77.9,86.5,95,63.6,67.3,83.2,A,0,27668,23171,8437
31123,NE,Morrill County,90.6,35.4,43.1,60.4,44.4,46.7,65.4,B,0,4642,3605,1005
18049,IN,Fulton County,98.6,39.7,49.3,73.9,45.1,46.8,65.4,B,0,19974,15299,3976
39109,OH,Miami County,98.6,47.4,57.3,80.1,46.5,49.0,68.6,A,1,106987,82435,20255
21235,KY,Whitley County,94,43.9,55,83.9,34.4,36.2,52.5,D,0,36264,27093,5815
55101,WI,Racine County,96.9,60.3,71,92.1,51.9,55.9,78.9,B,1,196311,151411,33642
26077,MI,Kalamazoo County,95.5,61,70.5,92.2,58.0,61.3,81.1,B,1,265066,208176,40909
38055,ND,McLean County,92.6,45.9,56,72.6,46.5,48.7,66.5,A,0,9450,7372,2291
21029,KY,Bullitt County,94,45,52.5,67.7,41.8,44.6,68.2,A,1,81676,64045,13216
72047,PR,Corozal Municipio,95.9,79,83,82.8,52.9,57.1,64.3,D,1,32293,25956,6154
01043,AL,Cullman County,92.4,38,46.9,70.2,36.2,37.5,58.1,C,0,83768,64956,15735
13317,GA,Wilkes County,89.6,47.7,57.4,70.2,37.9,39.5,55.7,D,0,9777,7735,2320
17161,IL,Rock Island County,98.4,57.5,67,82.6,40.2,43.2,63.8,C,1,141879,110321,28046
13051,GA,Chatham County,89.6,55.7,64.9,83.9,36.7,39.1,59.4,C,1,289430,229084,46192
18025,IN,Crawford County,98.6,36.9,44.6,64.5,43.7,45.5,61.1,B,0,10577,8278,2124
42017,PA,Bucks County,94.7,71.4,79.2,90.9,39.1,42.3,58.2,A,1,628270,501426,120789
20205,KS,Wilson County,93.6,43.5,54.2,73.1,46.5,48.6,66.3,C,0,8525,6480,1878
21119,KY,Knott County,94,47.5,54.7,67.6,44.8,47.9,70.2,D,0,14806,11867,2833
36053,NY,Madison County,97.6,60.8,67.6,80.8,54.9,58.7,76.2,A,1,70941,57487,13394
47131,TN,Obion County,97.8,40.7,50.2,74.7,35.2,36.3,55.5,D,0,30069,23576,6237
72099,PR,Moca Municipio,95.9,78.6,83.8,89.5,56.5,59.9,66.5,D,1,34891,28324,6420
28159,MS,Winston County,98.1,47.6,57.9,78.6,36.7,38.6,58.8,D,0,17955,13935,3680
56013,WY,Fremont County,97.1,60.9,70.8,84.3,43.6,48.5,67.8,C,0,39261,29260,7387
19147,IA,Palo Alto County,97.4,50.6,62.3,83.9,53.3,55.9,77.9,A,0,8886,6823,1965
48271,TX,Kinney County,99,51.1,59.6,71.5,36.2,37.8,57.8,D,0,3667,2964,910
17113,IL,McLean County,98.4,63.2,70,90.4,51.9,56.9,78.1,A,1,171517,135072,23622
29035,MO,Carter County,91.3,32.2,40.1,60.5,37.0,38.2,52.9,C,0,5982,4603,1250
38013,ND,Burke County,92.6,38.9,50,73.9,42.7,44.1,62.7,A,0,2115,1591,449
19083,IA,Hardin County,97.4,55.9,65,88.4,53.2,56.2,79.9,A,0,16846,13558,3801
UNK,NH,Unknown County,94.1,0,0,0,32.2,33.5,57.1,,,,,
47117,TN,Marshall County,97.8,42.4,52.4,78.3,40.5,42.2,62.2,C,0,34375,26435,5621
36115,NY,Washington County,97.6,66,74.1,94.1,53.0,56.3,71.9,B,1,61204,49814,12288
46083,SD,Lincoln County,96.7,58.2,69.8,80.8,41.0,45.5,64.8,A,1,61128,44224,8185
47029,TN,Cocke County,97.8,49.4,59.2,81,43.1,44.7,62.6,C,0,36004,28726,7774
48197,TX,Hardeman County,99,46,54.9,70.3,37.7,40.1,57.6,C,0,3933,3087,912
47069,TN,Hardeman County,97.8,45.9,53.4,76.9,37.9,39.9,62.6,D,0,25050,20280,4650
48319,TX,Mason County,99,47.3,56.9,75.8,48.8,50.5,65.2,B,0,4274,3411,1250
21113,KY,Jessamine County,94,53.3,62.8,80.9,42.9,46.3,65.8,C,1,54115,41273,8401
51125,VA,Nelson County,79.3,55.9,64.7,79.8,33.1,34.3,46.2,B,1,14930,12267,4203
26117,MI,Montcalm County,95.5,42.3,51.1,77.1,53.0,55.3,73.3,C,1,63888,49856,11593
38037,ND,Grant County,92.6,23,27.6,36.4,56.5,59.3,85.8,A,0,2274,1809,696
48451,TX,Tom Green County,99,50.2,61.4,86.8,37.3,39.5,63.8,C,1,119200,90867,18625
53013,WA,Columbia County,96,45.9,52.8,61.6,51.8,54.0,75.0,B,1,3985,3269,1134
48381,TX,Randall County,99,46,56.3,78.7,36.1,38.3,59.1,A,1,137713,104801,21424
55015,WI,Calumet County,96.9,56,65.4,89.6,58.1,62.6,83.7,A,1,50089,38423,7862
01097,AL,Mobile County,92.4,49.2,59.7,79.7,34.3,36.2,57.7,D,1,413210,316868,68742
27021,MN,Cass County,94.6,56.6,65.5,83.4,57.1,61.1,77.1,B,0,29779,23586,7887
20003,KS,Anderson County,93.6,42.9,54.1,72,48.1,50.2,68.5,A,0,7858,5838,1687
05025,AR,Cleveland County,90.5,52.5,62,72.1,39.8,42.6,67.5,C,1,7956,6240,1705
33011,NH,Hillsborough County,94.1,63.1,71.7,85.1,27.6,29.0,33.7,A,1,417025,332922,67650
56021,WY,Laramie County,97.1,55.6,66,87.9,36.4,38.8,61.1,B,1,99500,76574,16390
19065,IA,Fayette County,97.4,54.2,64,91.2,57.1,60.4,79.4,A,0,19650,15515,4222
22055,LA,Lafayette Parish,96.8,49.8,60,82.7,38.0,40.5,67.6,C,1,244390,186592,33640
72031,PR,Carolina Municipio,95.9,79.5,84.2,80.6,51.6,54.5,60.2,A,1,146984,121991,34018
13163,GA,Jefferson County,89.6,53.9,65.9,83.5,35.8,37.8,54.8,D,0,15362,11799,2896
18037,IN,Dubois County,98.6,57,69.9,95,47.7,50.4,72.1,A,0,42736,32323,7634
16035,ID,Clearwater County,97.8,42.2,48,72.2,45.7,47.7,60.7,B,0,8756,7374,2451
48163,TX,Frio County,99,65,78.7,72.6,22.8,23.9,60.5,D,0,20306,15583,2499
22073,LA,Ouachita Parish,96.8,44.9,55.3,80,36.1,38.3,60.1,D,1,153279,115634,23510
30083,MT,Richland County,95.8,39.4,50,82.3,42.4,44.0,61.5,A,0,10803,8107,1660
28095,MS,Monroe County,98.1,50.2,61.1,85.8,37.6,39.4,61.6,C,0,35252,27316,6954
UNK,AL,Unknown County,92.4,0,0,0,28.3,29.1,57.4,,,,,
40013,OK,Bryan County,93.8,42.1,51.9,74,34.1,35.7,53.7,D,0,47995,36829,8645
39045,OH,Fairfield County,98.6,57.1,66.8,87.7,49.3,53.6,71.9,A,1,157574,119925,25340
31005,NE,Arthur County,90.6,19.4,25.1,47.5,66.7,69.0,85.1,A,0,463,346,99
21017,KY,Bourbon County,94,57.6,67.2,78,42.0,45.3,64.9,C,1,19788,15331,3897
26161,MI,Washtenaw County,95.5,70.7,78.9,95,59.1,61.7,79.4,A,1,367601,299837,53369
31073,NE,Gosper County,90.6,39.7,47.8,55.4,60.4,63.4,93.3,A,0,1990,1562,487
UNK,NV,Unknown County,94.9,0,0,0,28.1,29.3,82.7,,,,,
48183,TX,Gregg County,99,44.6,55.5,79.1,35.2,37.6,58.5,D,1,123945,92074,19451
55059,WI,Kenosha County,96.9,59.6,69.4,91,48.6,52.2,74.9,C,1,169561,131558,24706
54055,WV,Mercer County,97.2,53,62.6,77.8,41.4,43.4,59.1,D,0,58758,46591,13167
51195,VA,Wise County,79.3,47.1,54.8,78.1,30.7,32.1,46.4,D,0,37383,30248,7165
54097,WV,Upshur County,97.2,49.9,58.8,80.9,47.1,49.6,66.2,C,0,24176,19274,5069
48073,TX,Cherokee County,99,39.1,49.1,66.6,36.1,38.1,57.8,D,0,52646,39319,9444
08001,CO,Adams County,97.1,67.6,79.5,92.2,45.4,49.9,72.3,C,1,517421,382230,55528
05069,AR,Jefferson County,90.5,44.1,50.9,66.9,32.6,35.4,53.4,D,1,66824,52303,12014
06051,CA,Mono County,0,0,0,0,0.0,0.0,0.0,A,0,14444,11875,2330
01011,AL,Bullock County,92.4,52.5,61,79.7,29.7,31.5,53.4,D,0,10101,7995,1711
22115,LA,Vernon Parish,96.8,56,70,80.9,17.8,18.7,44.5,C,0,47429,35749,6014
27045,MN,Fillmore County,94.6,68.1,81.6,95,48.8,52.2,64.7,A,1,21067,15871,4469
29005,MO,Atchison County,91.3,55.7,65.8,82,43.8,45.9,62.0,A,0,5143,4106,1345
37137,NC,Pamlico County,96.9,56.1,63.8,84.5,33.2,34.2,45.6,C,1,12726,10805,3866
72109,PR,Patillas Municipio,95.9,79.2,83.9,84.5,58.6,61.6,69.5,B,1,16211,13449,3786
48239,TX,Jackson County,99,44.8,55.5,78.3,33.6,35.9,54.9,C,0,14760,11014,2720
39017,OH,Butler County,98.6,56.4,65.9,85.6,46.5,50.2,71.3,B,1,383134,293993,57964
48117,TX,Deaf Smith County,99,43,56.5,77.6,33.0,35.7,57.3,D,0,18546,12826,2423
51770,VA,Roanoke city,79.3,40.9,49.7,64.2,10.2,10.6,9.9,D,1,99143,77060,16751
12017,FL,Citrus County,98.6,55.9,63.4,82.4,46.6,47.9,59.2,C,1,149657,127662,54938
13261,GA,Sumter County,89.6,51.4,61.4,82.5,37.7,40.1,59.4,D,0,29524,22842,5174
05009,AR,Boone County,90.5,37.1,45.1,65,40.3,42.3,59.4,B,0,37432,28890,7841
53039,WA,Klickitat County,96,47.3,54.5,72.9,48.8,51.0,62.9,C,0,22425,18140,5500
37081,NC,Guilford County,96.9,60.6,69.8,88.2,18.9,20.3,25.8,C,1,537174,418240,83442
19131,IA,Mitchell County,97.4,48.5,58.9,83.1,57.8,61.7,80.5,A,0,10586,8077,2265
19075,IA,Grundy County,97.4,61.7,72.8,92.6,54.6,59.0,82.6,A,1,12232,9460,2595
48233,TX,Hutchinson County,99,34.7,44.5,67,35.7,37.0,55.0,C,0,20938,15631,3581
28141,MS,Tishomingo County,98.1,38.2,46.7,72.7,38.5,39.8,57.5,C,0,19383,15220,4024
42103,PA,Pike County,94.7,57.3,63.8,76.3,39.0,41.4,55.3,A,1,55809,46099,13111
13181,GA,Lincoln County,89.6,45.7,53.7,65.7,34.5,35.7,48.9,C,1,7921,6444,1944
30079,MT,Prairie County,95.8,37.8,44.1,57.6,54.8,57.4,73.6,A,0,1077,877,361
49041,UT,Sevier County,97.6,43.6,55.3,81.2,38.2,42.0,63.3,B,0,21620,15365,3567
13251,GA,Screven County,89.6,47.9,57.2,82.5,39.0,41.1,59.8,D,0,13966,11008,2730
46057,SD,Hamlin County,96.7,46.3,62.7,88.2,43.5,47.3,74.7,A,0,6164,4155,953
30105,MT,Valley County,95.8,45.9,56.3,72.6,50.6,52.9,71.3,A,0,7396,5726,1756
46007,SD,Bennett County,96.7,56.9,71.1,79.6,27.9,33.0,59.0,D,0,3365,2229,447
01003,AL,Baldwin County,92.4,50.3,60.1,82.9,34.4,36.1,52.9,A,1,223234,175680,46830
34019,NJ,Hunterdon County,93.9,70.1,78.9,85,53.0,56.2,72.1,A,1,124371,100659,24086
17065,IL,Hamilton County,98.4,39,47.9,66.3,48.7,50.2,71.9,A,0,8116,6343,1816
29173,MO,Ralls County,91.3,28.1,33.9,51.1,60.8,63.3,87.4,A,0,10309,8135,2293
48365,TX,Panola County,99,37.9,47.3,69.2,34.2,35.4,53.7,C,0,23194,17793,4589
20193,KS,Thomas County,93.6,41.2,50.7,72.9,46.6,48.8,71.1,A,0,7777,5952,1405
13301,GA,Warren County,89.6,47.7,56.4,68.3,37.9,39.7,59.1,D,0,5254,4196,1216
31051,NE,Dixon County,90.6,43.6,54.3,60.3,49.7,53.0,84.8,B,1,5636,4193,1167
23009,ME,Hancock County,96.2,76.1,83.8,94.3,59.7,63.4,79.9,A,0,54987,45634,13892
28045,MS,Hancock County,98.1,43.9,51.8,69.6,32.9,34.4,51.7,C,1,47632,38170,9842
20137,KS,Norton County,93.6,52.5,62.3,73.3,46.8,48.3,67.1,B,0,5361,4357,1140
29201,MO,Scott County,91.3,43.3,54.5,82,31.4,32.5,45.1,D,0,38280,29099,7101
20035,KS,Cowley County,93.6,47.9,57.7,75.6,42.2,45.0,65.8,C,0,34908,26742,6560
05133,AR,Sevier County,90.5,45.2,57.5,70.9,29.7,32.1,57.4,D,0,17007,12141,2542
13153,GA,Houston County,89.6,50.2,62,83.9,30.1,32.1,50.1,C,1,157863,117543,20492
48181,TX,Grayson County,99,44.6,55.3,79.1,36.4,38.0,58.0,C,1,136212,103979,24182
06093,CA,Siskiyou County,97.5,52.9,62.6,78.7,43.9,45.7,60.2,C,0,43539,34803,11379
56033,WY,Sheridan County,97.1,52.4,61.7,89,45.7,48.5,67.9,A,0,30485,24047,6607
37113,NC,Macon County,96.9,57.9,67.6,84,33.7,35.1,47.3,B,0,35858,29260,10350
32001,NV,Churchill County,94.9,53.4,64.5,78.6,34.4,36.0,61.7,C,0,24909,19211,4759
48443,TX,Terrell County,99,52.7,61.1,62.7,45.0,47.3,60.6,B,0,776,630,255
31087,NE,Hitchcock County,90.6,33.7,42.1,60.6,52.4,54.2,69.8,A,0,2762,2135,731
34033,NJ,Salem County,93.9,54.9,63.9,75,47.1,50.3,70.9,C,1,62385,49051,11871
